	division	esr	region	express	source	iso3166	osm_id	lat	lon	name	station_type_en	railway
253	Мурманское	16403	Мурманская область	2005402.0	murmansk	RU-MUR	606432976.0	67.95163727	32.87471008	Мончегорск	station	Октябрьская
254	Мурманское	16600	Мурманская область	2004395.0	murmansk	RU-MUR	4017600975.0	68.27259827	33.32600403	Лапландия	station	Октябрьская
255	Мурманское	16615	Мурманская область	2004395.0	murmansk	RU-MUR				Лапландия		Октябрьская
256	Мурманское	16627	Мурманская область	2004396.0	murmansk	RU-MUR	3958071135.0	68.35838318	33.29750824	Пулозеро	station	Октябрьская
257	Мурманское	16634	Мурманская область		murmansk	RU-MUR	267214698.0	68.20334625	33.3311348	1340 км	halt	Октябрьская
258	Мурманское	16719	Мурманская область	2004397.0	murmansk	RU-MUR	4004534893.0	68.43496704	33.34758759	Тайбола	station	Октябрьская
259	Мурманское	16738	Мурманская область		murmansk	RU-MUR	1234928967.0	68.57809448	33.17561722	1391 км	halt	Октябрьская
260	Мурманское	16742	Мурманская область	2004398.0	murmansk	RU-MUR	985859056.0	68.51278687	33.18435287	Кица	station	Октябрьская
261	Мурманское	16757	Мурманская область	2004399.0	murmansk	RU-MUR	986084896.0	68.63661957	33.21894836	Лопарская	halt	Октябрьская
262	Мурманское	16761	Мурманская область		murmansk	RU-MUR	981736074.0	68.46886444	33.19729996	1381 км	halt	Октябрьская
263	Мурманское	16812	Мурманская область		murmansk	RU-MUR	1183472761.0	68.69873047	33.1228447	1410 км	halt	Октябрьская
264	Мурманское	16827	Мурманская область		murmansk	RU-MUR	1529371343.0	68.73749542	33.13491821	1417 км	halt	Октябрьская
265	Мурманское	16831	Мурманская область	2005400.0	murmansk	RU-MUR	985070598.0	68.67992401	33.12649155	Магнетиты	station	Октябрьская
266		16901	Мурманская область		murmansk	RU-MUR				КОЛА-ПЕРЕВАЛКА		Октябрьская
267	Мурманское	16916	Мурманская область		murmansk	RU-MUR	267214437.0	68.79421234	33.09876633	1425 км	halt	Октябрьская
268	Мурманское	16920	Мурманская область	2004402.0	murmansk	RU-MUR	75363675.0	68.83666992	33.08206558	Выходной	station	Октябрьская
269	Мурманское	16935	Мурманская область		murmansk	RU-MUR	1529352540.0	68.84741211	33.0502243	1434 км	halt	Октябрьская
270	Мурманское	16946	Мурманская область		murmansk	RU-MUR	75362225.0	68.87870789	33.034832	1437 км	halt	Октябрьская
271	Мурманское	16954	Мурманская область	2005401.0	murmansk	RU-MUR	267214468.0	68.75344086	33.16016006	Шонгуй	halt	Октябрьская
272		16969	Мурманская область		murmansk	RU-MUR				БП 1433 КМ		Октябрьская
273	Мурманское	17001	Мурманская область	2004723.0	murmansk	RU-MUR	1031873979.0	68.88895416	33.05109406	Кола	station	Октябрьская
274	Мурманское	17016	Мурманская область		murmansk	RU-MUR	937457219.0	68.84831238	32.9320488	9 км	halt	Октябрьская
275	Мурманское	17035	Мурманская область		murmansk	RU-MUR	75365035.0	68.90068054	33.06226349	1439 км	halt	Октябрьская
276	Мурманское	17041	Мурманская область		murmansk	RU-MUR	75360096.0	68.9151001	33.06347275	1441 км	halt	Октябрьская
277	Мурманское	17054	Мурманская область		murmansk	RU-MUR	75360707.0	68.92475128	33.05158234	1443 км	halt	Октябрьская
278	Мурманское	17073	Мурманская область		murmansk	RU-MUR	1056147862.0	68.94907379	33.04384232	1446 км	halt	Октябрьская
279	Мурманское	17088	Мурманская область		murmansk	RU-MUR	75363524.0	68.96704102	33.0635643	1448 км	halt	Октябрьская
280	Мурманское	17105	Мурманская область	2004724.0	murmansk	RU-MUR	1039278192.0	68.81989288	32.81881332	Мурмаши	station	Октябрьская
281	Мурманское	17118	Мурманская область		murmansk	RU-MUR	941962809.0	68.83543396	32.78437042	Тулома	halt	Октябрьская
282	Мурманское	17139	Мурманская область		murmansk	RU-MUR	1528792421.0	69.00197601	32.22075653	54 км	halt	Октябрьская
283	Мурманское	17143	Мурманская область		murmansk	RU-MUR	961818096.0	69.05466461	32.17777634	61 км	halt	Октябрьская
284	Мурманское	17158	Мурманская область		murmansk	RU-MUR	1423139632.0	68.84860229	32.68978882	23 км	halt	Октябрьская
285	Мурманское	17209	Мурманская область		murmansk	RU-MUR				Кола (эксп.)		Октябрьская
286	Мурманское	17302	Мурманская область	2004403.0	murmansk	RU-MUR	1097177723.0	68.96932983	32.45413589	Пяйве	station	Октябрьская
287	Мурманское	17410	Мурманская область		murmansk	RU-MUR	1028840709.0	69.10163116	31.94211388	75 км	halt	Октябрьская
288	Мурманское	17425	Мурманская область		murmansk	RU-MUR	303975008.0	69.1339798	31.80031967	85 км	halt	Октябрьская
289	Мурманское	17437	Мурманская область		murmansk	RU-MUR	1028839890.0	69.15981293	31.72569656	90 км	halt	Октябрьская
290	Мурманское	17444	Мурманская область	2004405.0	murmansk	RU-MUR	1526835572.0	69.18934631	31.69349289	Моккет	station	Октябрьская
291	Мурманское	17459	Мурманская область	2004406.0	murmansk	RU-MUR	1028841151.0	69.26817322	31.24523163	Титовка	station	Октябрьская
292	Мурманское	17463	Мурманская область		murmansk	RU-MUR	1528822499.0	69.20045471	31.5698967	101 км	halt	Октябрьская
293	Мурманское	17478	Мурманская область		murmansk	RU-MUR	1528838047.0	69.21392822	31.38901329	109 км	halt	Октябрьская
294	Мурманское	17482	Мурманская область	2004404.0	murmansk	RU-MUR	5398693915.0	69.07833862	32.12320709	Нял	station	Октябрьская
295	Мурманское	17904	Мурманская область	2004407.0	murmansk	RU-MUR	1526888125.0	69.39984894	31.10557938	Луостари	station	Октябрьская
296	Мурманское	17919	Мурманская область	2004917.0	murmansk	RU-MUR	1526888128.0	69.38379669	30.99162483	Семужная	halt	Октябрьская
297	Мурманское	17923	Мурманская область		murmansk	RU-MUR	1509962113.0	69.43286133	31.12463951	5 км	halt	Октябрьская
298	Мурманское	18004	Мурманская область		murmansk	RU-MUR				ПЕЧЕНГА		Октябрьская
299	Мурманское	18023	Мурманская область	2004408.0	murmansk	RU-MUR	991555540.0	69.50941467	31.16312027	Печенга	station	Октябрьская
300	Мурманское	18108	Мурманская область	2004409.0	murmansk	RU-MUR	1358244380.0	69.4080658	30.79452324	Заполярная	station	Октябрьская
301	Мурманское	18201	Мурманская область	2004410.0	murmansk	RU-MUR	2847857804.0	69.42014313	30.25650215	Никель-Мурманский	station	Октябрьская
302	Мурманское	18305	Мурманская область		murmansk	RU-MUR				Мурманск (перев.)		Октябрьская
303	Мурманское	18409	Мурманская область	2004200.0	murmansk	RU-MUR	75362899.0	68.97197723	33.06923676	Мурманск	station	Октябрьская
304	Мурманское	18413	Мурманская область		murmansk	RU-MUR	75362041.0	68.98694611	33.06925583	2 км	halt	Октябрьская
305	Мурманское	18428	Мурманская область		murmansk	RU-MUR	1621251859.0	68.9947052	33.05777359	3 км	halt	Октябрьская
306	Мурманское	18432	Мурманская область		murmansk	RU-MUR	1614148331.0	67.33569336	32.43885422	4 км	station	Октябрьская
307	Мурманское	18432	Мурманская область		murmansk	RU-MUR	75360010.0	69.00372314	33.06160736	4 км	halt	Октябрьская
